Unix;Date;Close
1,68221E+12;23/04/2023;27590.6
1,68212E+12;22/04/2023;27816.85
1,68204E+12;21/04/2023;27262.84
1,68195E+12;20/04/2023;28243.65
1,68186E+12;19/04/2023;28797.1
1,68178E+12;18/04/2023;30380.01
1,68169E+12;17/04/2023;29430.27
1,6816E+12;16/04/2023;30304.65
1,68152E+12;15/04/2023;30295.09
1,68143E+12;14/04/2023;30466.93
1,68134E+12;13/04/2023;30373.84
1,68126E+12;12/04/2023;29888.07
1,68117E+12;11/04/2023;30200.42
1,68108E+12;10/04/2023;29637.34
1,681E+12;09/04/2023;28323.76
1,68091E+12;08/04/2023;27938.38
1,68083E+12;07/04/2023;27906.33
1,68074E+12;06/04/2023;28033.82
1,68065E+12;05/04/2023;28170.01
1,68057E+12;04/04/2023;28165.47
1,68048E+12;03/04/2023;27800.0
1,68039E+12;02/04/2023;28171.87
1,68031E+12;01/04/2023;28452.73
1,68022E+12;31/03/2023;28465.36
1,68013E+12;30/03/2023;28028.53
1,68005E+12;29/03/2023;28348.6
1,67996E+12;28/03/2023;27261.07
1,67988E+12;27/03/2023;27124.91
1,67979E+12;26/03/2023;27968.05
1,6797E+12;25/03/2023;27462.95
1,67962E+12;24/03/2023;27454.47
1,67953E+12;23/03/2023;28295.41
1,67944E+12;22/03/2023;27250.97
1,67936E+12;21/03/2023;28105.47
1,67927E+12;20/03/2023;27717.01
1,67918E+12;19/03/2023;27972.87
1,6791E+12;18/03/2023;26907.49
1,67901E+12;17/03/2023;27395.13
1,67892E+12;16/03/2023;24998.78
1,67884E+12;15/03/2023;24285.66
1,67875E+12;14/03/2023;24670.41
1,67867E+12;13/03/2023;24113.48
1,67858E+12;12/03/2023;21997.11
1,67849E+12;11/03/2023;20455.73
1,67841E+12;10/03/2023;20150.69
1,67832E+12;09/03/2023;20362.22
1,67823E+12;08/03/2023;21705.44
1,67815E+12;07/03/2023;22197.96
1,67806E+12;06/03/2023;22410.0
1,67797E+12;05/03/2023;22430.24
1,67789E+12;04/03/2023;22346.57
1,6778E+12;03/03/2023;22354.34
1,67772E+12;02/03/2023;23465.32
1,67763E+12;01/03/2023;23628.97
1,67754E+12;28/02/2023;23141.57
1,67746E+12;27/02/2023;23492.09
1,67737E+12;26/02/2023;23554.85
1,67728E+12;25/02/2023;23157.07
1,6772E+12;24/02/2023;23185.29
1,67711E+12;23/02/2023;23940.2
1,67702E+12;22/02/2023;24182.21
1,67694E+12;21/02/2023;24452.16
1,67685E+12;20/02/2023;24842.2
1,67676E+12;19/02/2023;24271.76
1,67668E+12;18/02/2023;24631.95
1,67659E+12;17/02/2023;24569.97
1,67651E+12;16/02/2023;23517.72
1,67642E+12;15/02/2023;24324.05
1,67633E+12;14/02/2023;22199.84
1,67625E+12;13/02/2023;21773.97
1,67616E+12;12/02/2023;21783.54
1,67607E+12;11/02/2023;21862.55
1,67599E+12;10/02/2023;21625.19
1,6759E+12;09/02/2023;21796.35
1,67581E+12;08/02/2023;22963.0
1,67573E+12;07/02/2023;23240.46
1,67564E+12;06/02/2023;22762.52
1,67556E+12;05/02/2023;22932.91
1,67547E+12;04/02/2023;23326.84
1,67538E+12;03/02/2023;23431.9
1,6753E+12;02/02/2023;23488.94
1,67521E+12;01/02/2023;23732.66
1,67512E+12;31/01/2023;23125.13
1,67504E+12;30/01/2023;22826.15
1,67495E+12;29/01/2023;23742.3
1,67486E+12;28/01/2023;23022.6
1,67478E+12;27/01/2023;23074.16
1,67469E+12;26/01/2023;23009.65
1,6746E+12;25/01/2023;23060.94
1,67452E+12;24/01/2023;22632.89
1,67443E+12;23/01/2023;22916.45
1,67435E+12;22/01/2023;22707.88
1,67426E+12;21/01/2023;22783.55
1,67417E+12;20/01/2023;22667.21
1,67409E+12;19/01/2023;21071.59
1,674E+12;18/01/2023;20677.47
1,67391E+12;17/01/2023;21134.81
1,67383E+12;16/01/2023;21185.65
1,67374E+12;15/01/2023;20871.5
1,67365E+12;14/01/2023;20954.92
1,67357E+12;13/01/2023;19930.01
1,67348E+12;12/01/2023;18846.62
1,6734E+12;11/01/2023;17943.26
1,67331E+12;10/01/2023;17440.66
1,67322E+12;09/01/2023;17178.26
1,67314E+12;08/01/2023;17127.83
1,67305E+12;07/01/2023;16943.57
1,67296E+12;06/01/2023;16950.65
1,67288E+12;05/01/2023;16831.85
1,67279E+12;04/01/2023;16850.36
1,6727E+12;03/01/2023;16675.18
1,67262E+12;02/01/2023;16672.87
1,67253E+12;01/01/2023;16616.75
1,67244E+12;31/12/2022;16542.4
1,67236E+12;30/12/2022;16607.48
1,67227E+12;29/12/2022;16633.47
1,67219E+12;28/12/2022;16547.31
1,6721E+12;27/12/2022;16706.36
1,67201E+12;26/12/2022;16919.39
1,67193E+12;25/12/2022;16832.11
1,67184E+12;24/12/2022;16836.12
1,67175E+12;23/12/2022;16778.5
1,67167E+12;22/12/2022;16821.43
1,67158E+12;21/12/2022;16824.67
1,67149E+12;20/12/2022;16895.56
1,67141E+12;19/12/2022;16438.88
1,67132E+12;18/12/2022;16738.21
1,67124E+12;17/12/2022;16776.52
1,67115E+12;16/12/2022;16632.12
1,67106E+12;15/12/2022;17356.34
1,67098E+12;14/12/2022;17803.15
1,67089E+12;13/12/2022;17774.7
1,6708E+12;12/12/2022;17209.83
1,67072E+12;11/12/2022;17085.05
1,67063E+12;10/12/2022;17127.49
1,67054E+12;09/12/2022;17128.56
1,67046E+12;08/12/2022;17224.1
1,67037E+12;07/12/2022;16836.64
1,67028E+12;06/12/2022;17088.96
1,6702E+12;05/12/2022;16966.35
1,67011E+12;04/12/2022;17105.7
1,67003E+12;03/12/2022;16885.2
1,66994E+12;02/12/2022;17092.74
1,66985E+12;01/12/2022;16977.37
1,66977E+12;30/11/2022;17163.64
1,66968E+12;29/11/2022;16442.53
1,66959E+12;28/11/2022;16212.91
1,66951E+12;27/11/2022;16428.78
1,66942E+12;26/11/2022;16458.57
1,66933E+12;25/11/2022;16522.14
1,66925E+12;24/11/2022;16598.95
1,66916E+12;23/11/2022;16603.11
1,66908E+12;22/11/2022;16226.94
1,66899E+12;21/11/2022;15781.29
1,6689E+12;20/11/2022;16280.23
1,66882E+12;19/11/2022;16700.68
1,66873E+12;18/11/2022;16700.45
1,66864E+12;17/11/2022;16692.56
1,66856E+12;16/11/2022;16662.76
1,66847E+12;15/11/2022;16900.57
1,66838E+12;14/11/2022;16619.46
1,6683E+12;13/11/2022;16329.85
1,66821E+12;12/11/2022;16812.08
1,66812E+12;11/11/2022;17070.31
1,66804E+12;10/11/2022;17601.15
1,66795E+12;09/11/2022;15922.81
1,66787E+12;08/11/2022;18547.23
1,66778E+12;07/11/2022;20591.13
1,66769E+12;06/11/2022;20905.58
1,66761E+12;05/11/2022;21299.37
1,66752E+12;04/11/2022;21148.52
1,66743E+12;03/11/2022;20207.82
1,66735E+12;02/11/2022;20151.84
1,66726E+12;01/11/2022;20483.62
1,66717E+12;31/10/2022;20490.74
1,66709E+12;30/10/2022;20627.48
1,667E+12;29/10/2022;20809.67
1,66692E+12;28/10/2022;20591.84
1,66683E+12;27/10/2022;20295.11
1,66674E+12;26/10/2022;20771.59
1,66666E+12;25/10/2022;20080.07
1,66657E+12;24/10/2022;19329.72
1,66648E+12;23/10/2022;19570.4
1,6664E+12;22/10/2022;19204.35
1,66631E+12;21/10/2022;19164.37
1,66622E+12;20/10/2022;19041.92
1,66614E+12;19/10/2022;19123.97
1,66605E+12;18/10/2022;19327.44
1,66596E+12;17/10/2022;19549.86
1,66588E+12;16/10/2022;19262.98
1,66579E+12;15/10/2022;19069.39
1,66571E+12;14/10/2022;19176.93
1,66562E+12;13/10/2022;19375.13
1,66553E+12;12/10/2022;19155.53
1,66545E+12;11/10/2022;19060.0
1,66536E+12;10/10/2022;19131.87
1,66527E+12;09/10/2022;19439.02
1,66519E+12;08/10/2022;19417.96
1,6651E+12;07/10/2022;19530.09
1,66501E+12;06/10/2022;19960.67
1,66493E+12;05/10/2022;20158.26
1,66484E+12;04/10/2022;20337.82
1,66476E+12;03/10/2022;19629.08
1,66467E+12;02/10/2022;19056.8
1,66458E+12;01/10/2022;19310.95
1,6645E+12;30/09/2022;19422.61
1,66441E+12;29/09/2022;19591.51
1,66432E+12;28/09/2022;19412.82
1,66424E+12;27/09/2022;19079.13
1,66415E+12;26/09/2022;19227.82
1,66406E+12;25/09/2022;18807.38
1,66398E+12;24/09/2022;18920.5
1,66389E+12;23/09/2022;19289.91
1,6638E+12;22/09/2022;19401.63
1,66372E+12;21/09/2022;18461.36
1,66363E+12;20/09/2022;18875.0
1,66355E+12;19/09/2022;19537.02
1,66346E+12;18/09/2022;19416.18
1,66337E+12;17/09/2022;20113.62
1,66329E+12;16/09/2022;19803.3
1,6632E+12;15/09/2022;19701.88
1,66311E+12;14/09/2022;20226.71
1,66303E+12;13/09/2022;20173.57
1,66294E+12;12/09/2022;22395.74
1,66285E+12;11/09/2022;21826.87
1,66277E+12;10/09/2022;21648.34
1,66268E+12;09/09/2022;21360.11
1,6626E+12;08/09/2022;19319.77
1,66251E+12;07/09/2022;19292.84
1,66242E+12;06/09/2022;18790.61
1,66234E+12;05/09/2022;19796.84
1,66225E+12;04/09/2022;20000.3
1,66216E+12;03/09/2022;19831.9
1,66208E+12;02/09/2022;19951.86
1,66199E+12;01/09/2022;20131.46
1,6619E+12;31/08/2022;20050.02
1,66182E+12;30/08/2022;19811.66
1,66173E+12;29/08/2022;20285.73
1,66164E+12;28/08/2022;19555.61
1,66156E+12;27/08/2022;20037.6
1,66147E+12;26/08/2022;20241.05
1,66139E+12;25/08/2022;21559.04
1,6613E+12;24/08/2022;21368.08
1,66121E+12;23/08/2022;21529.12
1,66113E+12;22/08/2022;21399.83
1,66104E+12;21/08/2022;21515.61
1,66095E+12;20/08/2022;21140.07
1,66087E+12;19/08/2022;20834.39
1,66078E+12;18/08/2022;23191.2
1,66069E+12;17/08/2022;23342.66
1,66061E+12;16/08/2022;23854.74
1,66052E+12;15/08/2022;24094.82
1,66044E+12;14/08/2022;24305.24
1,66035E+12;13/08/2022;24441.38
1,66026E+12;12/08/2022;24403.68
1,66018E+12;11/08/2022;23934.39
1,66009E+12;10/08/2022;23954.05
1,66E+12;09/08/2022;23149.95
1,65992E+12;08/08/2022;23810.0
1,65983E+12;07/08/2022;23174.39
1,65974E+12;06/08/2022;22954.21
1,65966E+12;05/08/2022;23312.42
1,65957E+12;04/08/2022;22622.98
1,65948E+12;03/08/2022;22818.37
1,6594E+12;02/08/2022;22987.79
1,65931E+12;01/08/2022;23268.01
1,65923E+12;31/07/2022;23293.32
1,65914E+12;30/07/2022;23643.51
1,65905E+12;29/07/2022;23773.75
1,65897E+12;28/07/2022;23842.93
1,65888E+12;27/07/2022;22952.45
1,65879E+12;26/07/2022;21254.67
1,65871E+12;25/07/2022;21310.9
1,65862E+12;24/07/2022;22579.68
1,65853E+12;23/07/2022;22451.07
1,65845E+12;22/07/2022;22684.83
1,65836E+12;21/07/2022;23152.19
1,65828E+12;20/07/2022;23223.3
1,65819E+12;19/07/2022;23396.62
1,6581E+12;18/07/2022;22432.58
1,65802E+12;17/07/2022;20798.16
1,65793E+12;16/07/2022;21195.6
1,65784E+12;15/07/2022;20830.04
1,65776E+12;14/07/2022;20588.84
1,65767E+12;13/07/2022;20234.87
1,65758E+12;12/07/2022;19328.75
1,6575E+12;11/07/2022;19963.61
1,65741E+12;10/07/2022;20862.47
1,65732E+12;09/07/2022;21591.83
1,65724E+12;08/07/2022;21594.75
1,65715E+12;07/07/2022;21624.98
1,65707E+12;06/07/2022;20564.51
1,65698E+12;05/07/2022;20175.83
1,65689E+12;04/07/2022;20236.71
