district;neighborhood;rooms;area_m2;lift;prices;compra;eurometro
Gràcia;Vallcarca i els Penitents;5;222;0;975000;0;4391
Sant Andreu;la Sagrera;3;104;1;457000;0;4394
Horta-Guinardó;el Carmel;2;50;1;220000;0;4400
Sant Andreu;la Sagrera;3;105;1;462000;0;4400
Les Corts;les Corts;4;125;1;550000;0;4400
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;250;1;1100000;0;4400
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;250;1;1100000;0;4400
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;250;1;1100000;0;4400
Eixample;la Dreta de l'Eixample;5;250;1;1100000;0;4400
Sant Andreu;Sant Andreu;4;109;1;480000;0;4403
Eixample;l'Antiga Esquerra de l'Eixample;5;109;0;480000;0;4403
Eixample;l'Antiga Esquerra de l'Eixample;3;76;1;335000;0;4407
Eixample;la Dreta de l'Eixample;5;141;1;622000;0;4411
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;85;1;375000;0;4411
Eixample;l'Antiga Esquerra de l'Eixample;3;111;1;490000;0;4414
Eixample;la Dreta de l'Eixample;4;77;1;340000;0;4415
Sant Andreu;Navas;2;77;1;340000;0;4415
Sant Andreu;Navas;2;77;1;340000;0;4415
Eixample;la Nova Esquerra de l'Eixample;4;180;1;795000;0;4416
Horta-Guinardó;la Font d'en Fargues;3;112;1;495000;0;4419
Les Corts;les Corts;3;88;1;389000;0;4420
Sarrià-Sant Gervasi;les Tres Torres;5;285;1;1260000;0;4421
Gràcia;la Vila de Gràcia;4;130;1;575000;0;4423
Eixample;la Nova Esquerra de l'Eixample;3;87;1;385000;0;4425
Eixample;la Dreta de l'Eixample;3;140;1;620000;0;4428
Eixample;la Dreta de l'Eixample;4;140;1;620000;0;4428
Eixample;la Dreta de l'Eixample;5;140;1;620000;0;4428
Eixample;la Nova Esquerra de l'Eixample;3;90;1;399000;0;4433
Sant Martí;el Poblenou;1;53;0;235000;0;4433
Ciutat Vella;el Barri Gòtic;2;53;0;235000;0;4433
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;2;62;0;275000;0;4435
Sants-Montjuïc;la Marina de Port;3;98;1;435000;0;4438
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;180;1;799000;0;4438
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;134;1;595000;0;4440
Eixample;la Nova Esquerra de l'Eixample;3;152;1;675000;0;4440
Horta-Guinardó;el Baix Guinardó;3;90;1;400000;0;4444
Eixample;la Dreta de l'Eixample;3;90;1;400000;0;4444
Eixample;la Dreta de l'Eixample;2;119;1;529000;0;4445
Sarrià-Sant Gervasi;les Tres Torres;4;335;0;1490000;0;4447
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;200;1;890000;0;4450
Eixample;Sant Antoni;3;112;1;499000;0;4455
Les Corts;les Corts;3;101;1;450000;0;4455
Eixample;la Sagrada Família;3;85;1;379000;0;4458
Sants-Montjuïc;Sants - Badal;2;37;1;165000;0;4459
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4;111;1;495000;0;4459
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;65;1;290000;0;4461
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;130;1;580000;0;4461
Sarrià-Sant Gervasi;Sarrià;5;143;1;638000;0;4461
Eixample;la Nova Esquerra de l'Eixample;3;93;1;415000;0;4462
Sarrià-Sant Gervasi;les Tres Torres;5;168;1;750000;0;4464
Sarrià-Sant Gervasi;el Putxet i el Farró;3;103;1;460000;0;4466
Horta-Guinardó;el Carmel;2;75;1;335000;0;4466
Les Corts;les Corts;3;76;1;339500;0;4467
Eixample;la Sagrada Família;2;47;1;210000;0;4468
Eixample;la Sagrada Família;2;47;1;210000;0;4468
Eixample;la Sagrada Família;4;94;1;420000;0;4468
Nou Barris;la Prosperitat;3;66;1;295000;0;4469
Eixample;l'Antiga Esquerra de l'Eixample;3;66;1;295000;0;4469
Eixample;la Nova Esquerra de l'Eixample;3;85;1;380000;0;4470
Sants-Montjuïc;la Marina de Port;4;102;1;456000;0;4470
Sants-Montjuïc;Sants;2;76;1;340000;0;4473
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;1;20;1;89500;0;4475
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;40;0;179000;0;4475
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;200;1;895000;0;4475
Les Corts;Pedralbes;4;400;1;1790000;0;4475
Sarrià-Sant Gervasi;el Putxet i el Farró;4;145;1;649000;0;4475
Gràcia;el Coll;2;105;1;470000;0;4476
Sants-Montjuïc;Sants - Badal;2;88;1;394000;0;4477
Sant Andreu;Navas;2;77;1;345000;0;4480
Sant Martí;el Camp de l'Arpa del Clot;2;56;1;251000;0;4482
Eixample;Sant Antoni;4;155;1;695000;0;4483
Sant Andreu;Sant Andreu;3;88;1;395000;0;4488
Sarrià-Sant Gervasi;les Tres Torres;6;412;1;1850000;0;4490
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;167;1;750000;0;4491
Nou Barris;Vilapicina i la Torre Llobeta;2;61;1;274000;0;4491
Horta-Guinardó;la Font d'en Fargues;4;130;1;584000;0;4492
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;69;1;310000;0;4492
Sant Andreu;el Congrés i els Indians;2;73;1;328000;0;4493
Horta-Guinardó;el Carmel;2;75;1;337000;0;4493
Sants-Montjuïc;Sants - Badal;1;79;1;355000;0;4493
Eixample;l'Antiga Esquerra de l'Eixample;2;89;1;400000;0;4494
Eixample;la Dreta de l'Eixample;3;89;1;400000;0;4494
Sant Martí;el Camp de l'Arpa del Clot;3;91;1;409000;0;4494
Sant Martí;el Parc i la Llacuna del Poblenou;2;122;1;548400;0;4495
Sants-Montjuïc;Hostafrancs;1;20;0;90000;0;4500
Sants-Montjuïc;Hostafrancs;1;30;0;135000;0;4500
Sant Martí;el Poblenou;3;50;1;225000;0;4500
Horta-Guinardó;el Guinardó;3;100;1;450000;0;4500
Ciutat Vella;el Barri Gòtic;2;100;1;450000;0;4500
Ciutat Vella;el Barri Gòtic;2;100;1;450000;0;4500
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;100;1;450000;0;4500
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;110;1;495000;0;4500
Sarrià-Sant Gervasi;les Tres Torres;5;280;1;1260000;0;4500
Sant Andreu;Sant Andreu;4;91;1;410000;0;4505
Sant Martí;el Clot;2;81;1;365000;0;4506
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;162;1;730000;0;4506
Ciutat Vella;el Barri Gòtic;3;144;1;650000;0;4513
Gràcia;el Coll;4;103;1;465000;0;4514
Eixample;l'Antiga Esquerra de l'Eixample;2;62;1;280000;0;4516
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;104;1;470000;0;4519
Sant Martí;el Poblenou;2;104;1;470000;0;4519
Les Corts;la Maternitat i Sant Ramon;3;94;1;425000;0;4521
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;63;0;285000;0;4523
Sant Andreu;Sant Andreu;3;84;1;380000;0;4523
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;126;1;570000;0;4523
Les Corts;la Maternitat i Sant Ramon;4;95;1;430000;0;4526
Les Corts;Pedralbes;4;190;0;860000;0;4526
Eixample;la Nova Esquerra de l'Eixample;4;132;1;598000;0;4530
Horta-Guinardó;el Baix Guinardó;3;64;1;290000;0;4531
Sant Andreu;la Sagrera;4;128;1;580000;0;4531
Eixample;la Sagrada Família;3;88;1;399000;0;4534
Sants-Montjuïc;Sants - Badal;2;88;1;399000;0;4534
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;86;1;390000;0;4534
Eixample;Sant Antoni;3;140;1;635000;0;4535
Eixample;la Nova Esquerra de l'Eixample;5;97;1;440000;0;4536
Eixample;l'Antiga Esquerra de l'Eixample;2;132;1;599000;0;4537
Eixample;la Sagrada Família;2;65;1;295000;0;4538
Eixample;el Fort Pienc;3;87;1;395000;0;4540
Eixample;la Nova Esquerra de l'Eixample;4;120;1;545000;0;4541
Sant Martí;la Vila Olímpica del Poblenou;3;131;1;595000;0;4541
Sant Martí;el Clot;3;101;1;459000;0;4544
Eixample;el Fort Pienc;1;77;1;350000;0;4545
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;121;1;550000;0;4545
Sarrià-Sant Gervasi;el Putxet i el Farró;3;90;1;410000;0;4555
Gràcia;la Vila de Gràcia;2;70;1;319000;0;4557
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;350;1;1595000;0;4557
Horta-Guinardó;el Baix Guinardó;3;113;1;515000;0;4557
Horta-Guinardó;Horta;3;91;1;415000;0;4560
Horta-Guinardó;Horta;3;91;1;415000;0;4560
Sarrià-Sant Gervasi;Sarrià;6;296;0;1350000;0;4560
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;217;1;990000;0;4562
Sarrià-Sant Gervasi;les Tres Torres;5;217;0;990000;0;4562
Eixample;Sant Antoni;3;80;1;365000;0;4562
Horta-Guinardó;la Teixonera;2;53;1;241815;0;4562
Sant Martí;el Clot;3;103;1;470000;0;4563
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;151;1;690000;0;4569
Sarrià-Sant Gervasi;el Putxet i el Farró;2;151;1;690000;0;4569
Sarrià-Sant Gervasi;Sarrià;4;128;1;585000;0;4570
Ciutat Vella;la Barceloneta;2;35;0;160000;0;4571
Sants-Montjuïc;Sants;3;140;1;640000;0;4571
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;152;1;695000;0;4572
Les Corts;la Maternitat i Sant Ramon;4;92;1;420708;0;4572
Eixample;la Dreta de l'Eixample;2;96;1;439000;0;4572
Nou Barris;Vilapicina i la Torre Llobeta;2;42;1;192100;0;4573
Eixample;Sant Antoni;3;85;1;389000;0;4576
Sant Andreu;la Sagrera;3;84;1;385000;0;4583
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;169;1;775000;0;4585
Eixample;la Nova Esquerra de l'Eixample;3;87;1;399000;0;4586
Eixample;la Nova Esquerra de l'Eixample;4;109;1;500000;0;4587
Les Corts;Pedralbes;7;739;0;3390000;0;4587
Eixample;la Nova Esquerra de l'Eixample;4;97;1;445000;0;4587
Eixample;la Dreta de l'Eixample;5;146;1;670000;0;4589
Les Corts;la Maternitat i Sant Ramon;4;147;1;675000;0;4591
Eixample;la Dreta de l'Eixample;6;196;1;900000;0;4591
Eixample;Sant Antoni;4;87;1;399500;0;4591
Sant Martí;el Poblenou;3;70;1;321500;0;4592
Eixample;Sant Antoni;6;185;1;850000;0;4594
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;173;1;795000;0;4595
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4;173;1;795000;0;4595
Horta-Guinardó;el Baix Guinardó;1;50;0;230000;0;4600
Eixample;la Sagrada Família;5;250;1;1150000;0;4600
Sarrià-Sant Gervasi;Sarrià;5;380;0;1750000;0;4605
Sant Andreu;Navas;2;56;1;258000;0;4607
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;115;1;530000;0;4608
Gràcia;la Vila de Gràcia;1;64;1;295000;0;4609
Sant Andreu;Navas;2;77;1;355000;0;4610
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;90;1;415000;0;4611
Sarrià-Sant Gervasi;el Putxet i el Farró;4;90;1;415000;0;4611
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;53;1;244500;0;4613
Sants-Montjuïc;Sants - Badal;3;107;1;493718;0;4614
Eixample;el Fort Pienc;3;65;1;300000;0;4615
Sants-Montjuïc;Sants;3;78;1;360000;0;4615
Sants-Montjuïc;Sants;3;78;1;360000;0;4615
Horta-Guinardó;el Guinardó;3;78;1;360000;0;4615
Ciutat Vella;el Raval;3;117;1;540000;0;4615
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;6;325;1;1500000;0;4615
Sants-Montjuïc;Sants;2;82;1;379000;0;4621
Gràcia;la Vila de Gràcia;3;107;1;495000;0;4626
Horta-Guinardó;el Baix Guinardó;3;54;1;250000;0;4629
Sants-Montjuïc;Sants - Badal;2;81;1;375000;0;4629
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;270;1;1250000;0;4629
Sant Martí;el Camp de l'Arpa del Clot;3;68;1;315000;0;4632
Eixample;el Fort Pienc;4;150;1;695000;0;4633
Eixample;l'Antiga Esquerra de l'Eixample;2;82;1;380000;0;4634
Eixample;la Nova Esquerra de l'Eixample;5;162;1;752000;0;4641
Sant Martí;el Parc i la Llacuna del Poblenou;3;124;1;575700;0;4642
Sant Andreu;la Sagrera;3;84;1;390000;0;4642
Ciutat Vella;el Barri Gòtic;2;140;1;650000;0;4642
Eixample;la Dreta de l'Eixample;3;129;1;599000;0;4643
Sant Martí;el Clot;2;45;1;209000;0;4644
Sant Andreu;el Congrés i els Indians;3;90;1;418000;0;4644
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;121;1;562000;0;4644
Ciutat Vella;la Barceloneta;1;34;0;158000;0;4647
Sant Andreu;la Sagrera;3;85;1;395000;0;4647
Ciutat Vella;el Raval;2;128;1;595000;0;4648
Les Corts;Pedralbes;4;185;0;860000;0;4648
Les Corts;Pedralbes;4;185;0;860000;0;4648
Horta-Guinardó;la Teixonera;2;53;1;246467;0;4650
Sarrià-Sant Gervasi;Sarrià;2;86;1;400000;0;4651
Sant Andreu;Sant Andreu;3;86;1;400000;0;4651
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;72;1;335000;0;4652
Sants-Montjuïc;Sants - Badal;2;72;1;335000;0;4652
Les Corts;les Corts;4;144;1;670000;0;4652
Sant Martí;el Camp de l'Arpa del Clot;2;55;1;256000;0;4654
Sarrià-Sant Gervasi;el Putxet i el Farró;2;88;1;410000;0;4659
Gràcia;la Vila de Gràcia;3;118;1;550000;0;4661
Gràcia;la Vila de Gràcia;3;118;1;550000;0;4661
Gràcia;la Vila de Gràcia;4;118;1;550000;0;4661
Gràcia;la Salut;1;75;1;350000;0;4666
Les Corts;la Maternitat i Sant Ramon;4;90;1;420000;0;4666
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;2;105;1;490000;0;4666
Les Corts;Pedralbes;7;360;1;1680000;0;4666
Les Corts;Pedralbes;3;106;1;495000;0;4669
Eixample;la Sagrada Família;3;94;1;439000;0;4670
Horta-Guinardó;Horta;3;91;1;425000;0;4670
Sants-Montjuïc;Sants;3;137;1;640000;0;4671
Eixample;l'Antiga Esquerra de l'Eixample;3;122;1;570000;0;4672
Horta-Guinardó;la Teixonera;2;53;1;247633;0;4672
Gràcia;la Vila de Gràcia;3;107;1;500000;0;4672
Eixample;la Nova Esquerra de l'Eixample;4;170;1;795000;0;4676
Sant Andreu;Navas;2;56;1;262000;0;4678
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;188;1;880000;0;4680
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;63;1;295000;0;4682
Sarrià-Sant Gervasi;el Putxet i el Farró;3;190;1;890000;0;4684
Les Corts;les Corts;2;80;1;375000;0;4687
Eixample;la Dreta de l'Eixample;3;128;1;600000;0;4687
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;160;1;750000;0;4687
Nou Barris;Vilapicina i la Torre Llobeta;2;74;1;347000;0;4689
Les Corts;Pedralbes;5;177;1;830000;0;4689
Ciutat Vella;el Raval;3;145;1;680000;0;4689
Eixample;el Fort Pienc;3;100;1;469000;0;4690
Eixample;el Fort Pienc;3;100;1;469000;0;4690
Eixample;el Fort Pienc;3;113;1;530000;0;4690
Sants-Montjuïc;la Bordeta;4;115;1;540000;0;4695
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;148;1;695000;0;4695
Les Corts;les Corts;8;447;1;2100000;0;4697
Sant Martí;el Poblenou;2;63;1;296000;0;4698
Ciutat Vella;la Barceloneta;2;83;1;390000;0;4698
Eixample;la Sagrada Família;2;83;1;390000;0;4698
Eixample;la Dreta de l'Eixample;4;117;1;550000;0;4700
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;234;1;1100000;0;4700
Sant Martí;el Poblenou;2;67;1;315000;0;4701
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;1;57;0;268000;0;4701
Sarrià-Sant Gervasi;Sarrià;4;101;1;475000;0;4702
Sarrià-Sant Gervasi;el Putxet i el Farró;4;101;1;475000;0;4702
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;202;1;950000;0;4702
Horta-Guinardó;la Font d'en Fargues;2;68;1;320000;0;4705
Les Corts;les Corts;3;55;1;259000;0;4709
Sant Andreu;Sant Andreu;3;86;1;405000;0;4709
Eixample;la Nova Esquerra de l'Eixample;4;190;1;895000;0;4710
Gràcia;la Vila de Gràcia;4;70;1;330000;0;4714
Sants-Montjuïc;Sants - Badal;2;81;1;382000;0;4716
Gràcia;la Vila de Gràcia;2;74;0;349000;0;4716
Sant Martí;Provençals del Poblenou;2;148;1;698000;0;4716
Sarrià-Sant Gervasi;Sarrià;5;339;1;1600000;0;4719
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;3;125;1;590000;0;4720
Gràcia;la Vila de Gràcia;3;175;1;826000;0;4720
Sants-Montjuïc;Sants - Badal;2;72;1;340000;0;4722
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;180;1;850000;0;4722
Eixample;la Dreta de l'Eixample;3;131;1;619000;0;4725
Ciutat Vella;el Barri Gòtic;3;131;1;619000;0;4725
Sants-Montjuïc;Sants;3;91;1;430000;0;4725
Horta-Guinardó;el Guinardó;3;95;1;449000;0;4726
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;139;1;657000;0;4726
Nou Barris;Vilapicina i la Torre Llobeta;2;55;1;260000;0;4727
Les Corts;Pedralbes;5;147;1;695000;0;4727
Sants-Montjuïc;Sants - Badal;3;92;1;435000;0;4728
Sants-Montjuïc;Sants - Badal;2;70;1;331000;0;4728
Eixample;l'Antiga Esquerra de l'Eixample;3;135;1;639000;0;4733
Eixample;l'Antiga Esquerra de l'Eixample;3;135;1;639000;0;4733
Eixample;l'Antiga Esquerra de l'Eixample;4;113;1;535000;0;4734
Les Corts;Pedralbes;7;716;0;3390000;0;4734
Sant Martí;el Clot;2;76;1;360000;0;4736
Sants-Montjuïc;la Font de la Guatlla;3;76;1;360000;0;4736
Sarrià-Sant Gervasi;Sarrià;3;77;0;365000;0;4740
Eixample;Sant Antoni;3;116;1;550000;0;4741
Eixample;Sant Antoni;6;116;1;550000;0;4741
Sarrià-Sant Gervasi;Sarrià;5;331;1;1570000;0;4743
Horta-Guinardó;el Guinardó;3;78;1;370000;0;4743
Sarrià-Sant Gervasi;les Tres Torres;6;390;1;1850000;0;4743
Sarrià-Sant Gervasi;Sarrià;4;118;1;560000;0;4745
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;84;1;399000;0;4750
Horta-Guinardó;el Baix Guinardó;2;100;1;475000;0;4750
Eixample;Sant Antoni;4;100;1;475000;0;4750
Eixample;la Dreta de l'Eixample;4;160;1;760000;0;4750
Eixample;la Dreta de l'Eixample;5;141;1;670000;0;4751
Eixample;l'Antiga Esquerra de l'Eixample;3;105;1;499000;0;4752
Eixample;Sant Antoni;3;101;1;480000;0;4752
Ciutat Vella;el Barri Gòtic;2;61;0;290000;0;4754
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;143;1;680000;0;4755
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;4;124;1;590000;0;4758
Ciutat Vella;la Barceloneta;3;83;0;395000;0;4759
Eixample;l'Antiga Esquerra de l'Eixample;4;149;1;710000;0;4765
Sant Andreu;el Congrés i els Indians;3;98;1;467000;0;4765
Eixample;Sant Antoni;3;94;1;448000;0;4765
Sant Andreu;Sant Andreu;3;86;1;410000;0;4767
Eixample;la Dreta de l'Eixample;2;130;1;620000;0;4769
Sant Martí;el Clot;3;104;1;496128;0;4770
Horta-Guinardó;la Teixonera;2;53;1;252920;0;4772
Eixample;la Sagrada Família;3;110;1;525000;0;4772
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;180;1;860000;0;4777
Sarrià-Sant Gervasi;les Tres Torres;7;387;1;1850000;0;4780
Eixample;l'Antiga Esquerra de l'Eixample;4;115;1;550000;0;4782
Eixample;l'Antiga Esquerra de l'Eixample;4;125;1;598000;0;4784
Sant Andreu;Navas;2;56;1;268000;0;4785
Sarrià-Sant Gervasi;el Putxet i el Farró;4;140;1;670000;0;4785
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;140;1;670000;0;4785
Eixample;la Nova Esquerra de l'Eixample;2;120;1;575000;0;4791
Sarrià-Sant Gervasi;el Putxet i el Farró;5;87;1;417000;0;4793
Les Corts;la Maternitat i Sant Ramon;4;73;1;350000;0;4794
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;4;269;1;1290000;0;4795
Sants-Montjuïc;Sants - Badal;2;69;1;331000;0;4797
Horta-Guinardó;el Guinardó;3;85;1;408000;0;4800
Eixample;l'Antiga Esquerra de l'Eixample;4;90;1;432000;0;4800
Sants-Montjuïc;Sants - Badal;2;81;1;389000;0;4802
Sant Martí;el Parc i la Llacuna del Poblenou;1;71;1;341000;0;4802
Eixample;la Dreta de l'Eixample;4;102;1;490000;0;4803
Gràcia;la Vila de Gràcia;3;92;1;442000;0;4804
Sarrià-Sant Gervasi;Sarrià;4;130;1;625000;0;4807
Ciutat Vella;el Raval;2;100;1;481000;0;4810
Sant Martí;el Clot;3;95;1;457000;0;4810
Sarrià-Sant Gervasi;Sarrià;5;160;1;770000;0;4812
Eixample;la Dreta de l'Eixample;2;135;1;650000;0;4814
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;270;1;1300000;0;4814
Eixample;l'Antiga Esquerra de l'Eixample;4;110;1;530000;0;4818
Eixample;la Dreta de l'Eixample;4;112;1;540000;0;4821
Eixample;la Nova Esquerra de l'Eixample;3;140;1;675000;0;4821
Gràcia;la Vila de Gràcia;2;85;0;410000;0;4823
Gràcia;la Vila de Gràcia;2;85;0;410000;0;4823
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;6;170;1;820000;0;4823
Les Corts;Pedralbes;5;227;0;1095000;0;4823
Horta-Guinardó;la Teixonera;2;53;1;255697;0;4824
Horta-Guinardó;la Teixonera;2;53;1;255697;0;4824
Sant Martí;el Clot;2;81;1;391000;0;4827
Sants-Montjuïc;Hostafrancs;2;87;1;420000;0;4827
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;87;1;420000;0;4827
Eixample;l'Antiga Esquerra de l'Eixample;4;88;0;425000;0;4829
Eixample;l'Antiga Esquerra de l'Eixample;3;118;1;570000;0;4830
Horta-Guinardó;la Teixonera;3;90;1;435000;0;4833
Les Corts;les Corts;3;122;1;590000;0;4836
Sant Martí;el Poblenou;3;109;1;527258;0;4837
Eixample;la Dreta de l'Eixample;4;123;1;595000;0;4837
Eixample;la Sagrada Família;3;123;1;595000;0;4837
Eixample;la Dreta de l'Eixample;2;93;1;450000;0;4838
Horta-Guinardó;el Guinardó;2;63;1;305000;0;4841
Eixample;la Dreta de l'Eixample;2;75;1;363400;0;4845
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;130;1;630000;0;4846
Gràcia;la Vila de Gràcia;3;66;0;320000;0;4848
Sant Martí;el Clot;3;99;1;480000;0;4848
Horta-Guinardó;el Guinardó;2;100;1;485000;0;4850
Ciutat Vella;la Barceloneta;1;34;0;165000;0;4852
Eixample;la Nova Esquerra de l'Eixample;1;68;1;330000;0;4852
Gràcia;la Vila de Gràcia;4;109;1;529000;0;4853
Sants-Montjuïc;Sants - Badal;1;41;0;199000;0;4853
Sant Martí;el Poblenou;2;82;1;398000;0;4853
Sant Martí;el Clot;2;82;1;398000;0;4853
Nou Barris;Vilapicina i la Torre Llobeta;2;55;1;267000;0;4854
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;117;1;568000;0;4854
Les Corts;Pedralbes;3;148;1;718500;0;4854
Sants-Montjuïc;Hostafrancs;2;69;1;335000;0;4855
Sant Andreu;Navas;2;56;1;272000;0;4857
Eixample;la Nova Esquerra de l'Eixample;3;70;1;340000;0;4857
Eixample;la Nova Esquerra de l'Eixample;3;70;1;340000;0;4857
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;1;50;1;243000;0;4860
Les Corts;Pedralbes;3;73;1;355000;0;4863
Sarrià-Sant Gervasi;el Putxet i el Farró;6;257;1;1250000;0;4863
Eixample;la Nova Esquerra de l'Eixample;3;75;1;365000;0;4866
Gràcia;la Vila de Gràcia;2;75;1;365000;0;4866
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;6;380;0;1850000;0;4868
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;6;380;0;1850000;0;4868
Eixample;la Nova Esquerra de l'Eixample;4;115;1;560000;0;4869
Eixample;la Dreta de l'Eixample;6;155;1;755000;0;4870
Sant Andreu;el Congrés i els Indians;3;94;1;458000;0;4872
Ciutat Vella;el Raval;1;40;1;195000;0;4875
Horta-Guinardó;el Guinardó;3;81;1;395000;0;4876
Gràcia;la Salut;4;122;1;595000;0;4877
Sants-Montjuïc;Hostafrancs;2;82;1;400000;0;4878
Sant Martí;el Camp de l'Arpa del Clot;2;51;1;249000;0;4882
Sarrià-Sant Gervasi;Sarrià;4;85;1;415000;0;4882
Les Corts;la Maternitat i Sant Ramon;4;86;1;420000;0;4883
Eixample;Sant Antoni;2;86;1;420000;0;4883
Les Corts;Pedralbes;4;215;1;1050000;0;4883
Sants-Montjuïc;Sants - Badal;2;69;1;337000;0;4884
Eixample;la Dreta de l'Eixample;4;174;1;850000;0;4885
Horta-Guinardó;el Guinardó;2;61;1;298000;0;4885
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;225;1;1100000;0;4888
Sant Martí;el Poblenou;2;93;0;455000;0;4892
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;140;1;685000;0;4892
Sarrià-Sant Gervasi;Sarrià;4;143;1;700000;0;4895
Horta-Guinardó;la Font d'en Fargues;2;58;1;284000;0;4896
Sant Martí;el Clot;3;91;1;446000;0;4901
Eixample;la Nova Esquerra de l'Eixample;2;71;1;348000;0;4901
Eixample;Sant Antoni;3;61;1;299000;0;4901
Nou Barris;Vilapicina i la Torre Llobeta;3;73;1;358000;0;4904
Les Corts;les Corts;5;210;1;1030000;0;4904
Eixample;la Nova Esquerra de l'Eixample;1;53;1;260000;0;4905
Les Corts;Pedralbes;3;106;1;520000;0;4905
Gràcia;Vallcarca i els Penitents;2;108;1;530000;0;4907
Gràcia;Vallcarca i els Penitents;2;108;1;530000;0;4907
Les Corts;les Corts;4;110;1;540000;0;4909
Sants-Montjuïc;Sants;5;110;1;540000;0;4909
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;61;0;299500;0;4909
Eixample;la Nova Esquerra de l'Eixample;2;112;1;550000;0;4910
Eixample;la Dreta de l'Eixample;2;74;1;363400;0;4910
Horta-Guinardó;Horta;3;88;1;432500;0;4914
Sarrià-Sant Gervasi;el Putxet i el Farró;3;180;1;885000;0;4916
Eixample;la Sagrada Família;3;121;1;595000;0;4917
Eixample;la Sagrada Família;3;121;1;595000;0;4917
Les Corts;les Corts;4;121;1;595000;0;4917
Horta-Guinardó;el Baix Guinardó;4;121;1;595000;0;4917
Sant Martí;el Poblenou;3;61;1;300000;0;4918
